"from";"to"
"12002095";"12001999"
"12002114";"12002025"
"12002114";"12001990"
"12002119";"12002008"
"12002119";"12002064"
"12002119";"12012580"
"12002120";"12002047"
"12002120";"12002087"
"12002120";"12002132"
"12002128";"12002066"
"12002128";"12002065"
"12002128";"12002007"
"12001714";"12002070"
"12001714";"12002101"
"12001714";"12002014"
"12001714";"12002015"
"12001714";"12001987"
"12001714";"12002102"
"12001715";"12002081"
"12001715";"12002034"
"12001998";"12002106"
"12001998";"12002127"
"12002005";"12001996"
"12002005";"12002099"
"12002005";"12002105"
"12002005";"12002055"
"12002005";"12001997"
"12002005";"12002045"
"12002011";"12002088"
"12002011";"12001994"
"12002013";"12002109"
"12002013";"12002108"
"12002016";"12001992"
"12002016";"12001993"
"12002016";"12002059"
"12002043";"12002024"
"12002043";"12002003"
"12002056";"12002002"
"12002056";"12002036"
"12002056";"12002050"
"12002056";"12002082"
"12002080";"12001716"
"12002080";"12002018"
"12002080";"12002049"
"12002080";"12002021"
"12002080";"12002035"
"12002084";"12002079"
"12002084";"12002051"
"12002084";"12002042"
"12002084";"12002133"
"12002085";"12002093"
"12002085";"12002129"
"12002085";"12002086"
"12002085";"12002048"
"12002085";"12002046"
"12002085";"12002001"
"12002096";"12002089"
"12002096";"12001995"
"12002103";"12002019"
"12002103";"12002104"
"12001981";"12002137"
"12001981";"12002090"
"12001981";"12002006"
"12002012";"12002118"
"12002012";"12002071"
"12002012";"12002038"
"12002027";"12002116"
"12002027";"12002029"
"12002027";"12002028"
"12002027";"12001985"
"12002076";"12002010"
"12002076";"12002077"
"12002076";"12002100"
"12002076";"12002126"
"12011391";"12011392"
"12011391";"12002131"
"12011391";"12002130"
"12011391";"12002040"
"12011393";"12002074"
"12011393";"12002092"
"12011393";"12002094"
"12001999";"12001719"
"12001999";"12002060"
"12002044";"12002041"
"12002044";"12002083"
"12002044";"12012611"
"12002058";"12001717"
"12002058";"12002000"
"12002006";"12002067"
"12002006";"12001982"
"12002006";"12002063"
"12002006";"12002053"
"12002090";"12002113"
"12002090";"12002057"
"12002090";"12002054"
"12002137";"12002115"
"12002137";"12002032"
"12002137";"12002026"
"12002038";"12001991"
"12002038";"12001718"
"12002071";"12002124"
"12002071";"12002098"
"12002071";"12002097"
"12002118";"12002061"
"12002118";"12002075"
"12002118";"12011624"
"12002118";"12002125"
"12001985";"12002031"
"12001985";"12002138"
"12002028";"12001986"
"12002028";"12002009"
"12002028";"12002030"
"12002029";"12002078"
"12002029";"12002033"
"12002116";"12002091"
"12002116";"12002069"
"12002010";"12002022"
"12002010";"12002023"
"12002010";"12002134"
"12002077";"12002136"
"12002077";"12002004"
"12002100";"12002062"
"12002100";"12002052"
"12002100";"12002112"
"12002126";"12002111"
"12002126";"12002135"
"12002126";"12002117"
"12002074";"12012613"
"12002074";"12012612"
"12002074";"12002110"
"12002074";"12001720"
"stat";"11000104"
"11000104";"12005283"
"11000104";"12005408"
"11000104";"12005384"
"11000104";"12005393"
"11000104";"12005388"
"11000104";"12005284"
"11000104";"12012069"
"11000104";"12005389"
"11000104";"12005286"
"11000104";"12005285"
"11000104";"12012597"
"12005283";"12005418"
"12005283";"12005289"
"12005283";"12005287"
"12005284";"12005403"
"12005284";"12005399"
"12005284";"12005394"
"12005285";"12005421"
"12005285";"12005428"
"12005285";"12005431"
"12005285";"12005437"
"12005285";"12005443"
"12005285";"12005446"
"12005285";"12012072"
"12005384";"12005385"
"12005384";"12005386"
"12005384";"12005387"
"12005389";"12005390"
"12005389";"12005391"
"12005389";"12005392"
"12012069";"12012350"
"12012069";"12012070"
"12012069";"12010732"
"12012069";"12005410"
"12005287";"12005288"
"12005289";"12005383"
"12005289";"12005382"
"12005289";"12005381"
"12005289";"12005290"
"12005418";"12005420"
"12005418";"12012071"
"12005418";"12005419"
"12005394";"12005398"
"12005394";"12005397"
"12005394";"12005395"
"12005394";"12005396"
"12005399";"12005402"
"12005399";"12005401"
"12005399";"12005400"
"12005403";"12005404"
"12005403";"12005405"
"12005403";"12005406"
"12005403";"12012349"
"12005421";"12005424"
"12005421";"12005422"
"12005428";"12005429"
"12005428";"12012391"
"12005431";"12005432"
"12005431";"12005434"
"12005431";"12005435"
"12005437";"12005442"
"12005437";"12005441"
"12005437";"12005438"
"12005443";"12005444"
"12005446";"12012598"
"12005446";"12005449"
"12005446";"12005447"
"12005410";"12005417"
"12005410";"12005416"
"12005410";"12005415"
"12005410";"12005414"
"12012070";"12005448"
"12012070";"12005433"
"12012070";"12005430"
"12012070";"12005427"
"12012070";"12010731"
"12012070";"12005439"
"12012070";"12005445"
"stat";"11000105"
"11000105";"12005222"
"11000105";"12005274"
"11000105";"12011644"
"11000105";"12011643"
"11000105";"12011651"
"11000105";"12011647"
"12005274";"12005281"
"12005274";"12005279"
"12005274";"12005275"
"12011644";"12010954"
"12011644";"12011646"
"12011644";"12011999"
"12011644";"12012000"
"12011644";"12012021"
"12011647";"12014927"
"12011647";"12010952"
"12011647";"12005257"
"12011647";"12005252"
"12011647";"12005228"
"12011651";"12005270"
"12011651";"12011648"
"12011651";"12014926"
"12011651";"12014925"
"12005275";"12005276"
"12005275";"12005278"
"12005275";"12005264"
"12005279";"12005280"
"12005279";"12005282"
"12010954";"12011649"
"12010954";"12005261"
"12011999";"12005236"
"12011999";"12005239"
"12012000";"12005237"
"12012000";"12005240"
"12012021";"12005245"
"12012021";"12011645"
"12012021";"12014662"
"12005252";"12010951"
"12005257";"12005259"
"12010952";"12005250"
"12010952";"12005255"
"12014927";"12014928"
"12014927";"12014661"
"stat";"11000106"
"11000106";"12000001"
"11000106";"12000004"
"11000106";"12000006"
"12000001";"12000003"
"12000001";"12000002"
"12000004";"12000005"
"12000006";"12000007"
"12000006";"12000008"
"stat";"11000107"
"11000107";"12000055"
"11000107";"12000061"
"11000107";"12000066"
"11000107";"12011319"
"11000107";"12000082"
"11000107";"12000075"
"11000107";"12000069"
"11000107";"12000054"
"11000107";"12000042"
"11000107";"12000043"
"12000054";"12000044"
"12000054";"12000049"
"12000055";"12011895"
"12000055";"12000052"
"12000055";"12000051"
"12000061";"12000045"
"12000061";"12000085"
"12000066";"12000056"
"12000066";"12000063"
"12000066";"12000067"
"12000066";"12000068"
"12000066";"12010771"
"12000066";"12011318"
"12000066";"12000046"
"12000069";"12000070"
"12000069";"12000074"
"12000069";"12000057"
"12000075";"12000058"
"12000075";"12000076"
"12000075";"12000081"
"12000082";"12000064"
"12000082";"12000065"
"12000057";"12000048"
"12000057";"12000047"
"12000070";"12000072"
"12000070";"12011896"
"12000058";"12000059"
"12000058";"12000060"
"12000076";"12000079"
"12000076";"12000078"
"stat";"11000108"
"11000108";"12006336"
"11000108";"12006349"
"11000108";"12006341"
"12006336";"12015109"
"12006336";"12015108"
"12006336";"12006348"
"12006336";"12006343"
"12006336";"12006337"
"12006341";"12006331"
"12006341";"12006334"
"12006341";"12006335"
"12006341";"12006352"
"12006341";"12011924"
"12006341";"12006373"
"12006341";"12006370"
"12006349";"12006350"
"12006349";"12006356"
"12006349";"12006361"
"12006349";"12011923"
"12006337";"12006338"
"12006337";"12006340"
"12006337";"12006339"
"12006337";"12006342"
"12006343";"12006345"
"12006343";"12006344"
"12006343";"12006346"
"12006343";"12006347"
"12006331";"12006332"
"12006331";"12006333"
"12006352";"12006363"
"12006352";"12006369"
"12006370";"12006372"
"12006370";"12006371"
"12006350";"12006351"
"12006350";"12006354"
"12006350";"12012192"
"12006356";"12006358"
"12006356";"12006359"
"12006356";"12010751"
"12006361";"12006365"
"12006361";"12006364"
"12006361";"12006362"
"12006361";"12006357"
"stat";"11000109"
"11000109";"12003998"
"11000109";"12004042"
"11000109";"12004008"
"11000109";"12012102"
"11000109";"12004013"
"11000109";"12004004"
"12004004";"12004006"
"12004004";"12004005"
"12004004";"12004007"
"12004004";"12004003"
"12004008";"12004009"
"12004008";"12004030"
"12004008";"12004036"
"12004008";"12013161"
"12004008";"12004010"
"12004013";"12012119"
"12004013";"12012158"
"12004013";"12012155"
"12004013";"12012152"
"12004042";"12004046"
"12004042";"12012094"
"12004042";"12014562"
"12004042";"12012095"
"12012102";"12012357"
"12012102";"12004040"
"12012102";"12004035"
"12012102";"12004039"
"12004010";"12004011"
"12004030";"12004012"
"12004030";"12004031"
"12013161";"12013162"
"12013161";"12013163"
"12012119";"12012151"
"12012119";"12012120"
"12012152";"12012153"
"12012152";"12012154"
"12012155";"12012156"
"12012155";"12012157"
"12004046";"12004047"
"12004046";"12004048"
"12004046";"12008638"
"12012094";"12004043"
"12012094";"12004044"
"12014562";"12014563"
"stat";"11000110"
"11000110";"12000031"
"11000110";"12012002"
"11000110";"12012109"
"12000031";"12000020"
"12000031";"12011445"
"12012002";"12010752"
"12012002";"12014116"
"12012002";"12000033"
"12012002";"12015153"
"12012002";"12000025"
"12012109";"12011610"
"12012109";"12012575"
"12000020";"12012574"
"12000020";"12012576"
"12000020";"12012176"
"12000020";"12000017"
"12011445";"12015152"
"12011445";"12011202"
"12011445";"12010753"
"12000033";"12000021"
"12000033";"12000019"
"12010752";"12000013"
"12010752";"12000023"
"12014116";"12000012"
"12011610";"12011491"
"12011610";"12011631"
"12012575";"12000024"
"stat";"11000111"
"11000111";"12002463"
"11000111";"12002464"
"11000111";"12002467"
"11000111";"12002604"
"11000111";"12002466"
"11000111";"12002608"
"11000111";"12002465"
"11000111";"12002469"
"11000111";"12012384"
"11000111";"12002621"
"11000111";"12002618"
"11000111";"12002615"
"12002469";"12002470"
"12002469";"12002602"
"12002469";"12002601"
"12002604";"12002605"
"12002604";"12002606"
"12002604";"12002607"
"12002608";"12002609"
"12002608";"12002610"
"12002608";"12002611"
"12002608";"12002612"
"12002608";"12002614"
"12002615";"12011916"
"12002615";"12002617"
"12002618";"12002619"
"12002618";"12002620"
"12002621";"12002622"
"12002621";"12002623"
"stat";"11000112"
"11000112";"12000332"
"11000112";"12000338"
"11000112";"12000335"
"11000112";"12000581"
"11000112";"12000589"
"12000332";"12000334"
"12000332";"12000333"
"12000335";"12000336"
"12000335";"12000337"
"12000338";"12000340"
"12000338";"12000339"
"12000581";"12014163"
"12000581";"12000586"
"12000581";"12000583"
"12000581";"12000582"
"12000589";"12000590"
"12000589";"12011625"
"12000589";"12000595"
"12000583";"12000584"
"12000583";"12000585"
"12000586";"12000588"
"12000586";"12000587"
"12000590";"12000591"
"12000590";"12000594"
"12000590";"12000593"
"12000590";"12000592"
"12000595";"12000599"
"12000595";"12000597"
"12000595";"12000596"
"12011625";"12011626"
"12011625";"12000598"
"stat";"11001000"
"11001000";"12014124"
"11001000";"12014125"
"11001000";"12014123"
"11001000";"12014122"
"11001000";"12002416"
"12014125";"12002423"
"12014125";"12002425"
"stat";"11001001"
"11001001";"12001760"
"11001001";"12001874"
"11001001";"12001889"
"12001760";"12001873"
"12001760";"12013103"
"12001874";"12001878"
"12001874";"12001884"
"12001874";"12001881"
"12001889";"12015070"
"12001889";"12015067"
"12001889";"12015066"
"12001878";"12001883"
"12001878";"12001880"
"12001881";"12001882"
"12001881";"12011899"
"12001884";"12001879"
"12001884";"12011897"
"12015066";"12001876"
"12015066";"12001877"
"12015067";"12015068"
"12015067";"12015069"
"12015070";"12015071"
"12015070";"12015072"
"stat";"11001002"
"11001002";"12010041"
"11001002";"12010050"
"11001002";"12010057"
"11001002";"12010046"
"11001002";"12010045"
"11001002";"12010044"
"12010041";"12010042"
"12010041";"12010043"
"12010046";"12010048"
"12010046";"12010049"
"12010046";"12010047"
"12010050";"12010051"
"12010050";"12010052"
"12010050";"12011211"
"12010050";"12012163"
"12010050";"12010054"
"12010057";"12010058"
"12010057";"12010062"
"12010057";"12010682"
"12010054";"12010056"
"12010054";"12010055"
"12012163";"12012164"
"12012163";"12012165"
"12010058";"12010060"
"12010058";"12010059"
"12010682";"12010683"
"12010682";"12010061"
"stat";"11001003"
"11001003";"12010085"
"11001003";"12010464"
"11001003";"12010467"
"11001003";"12010461"
"11001003";"12010089"
"11001003";"12010090"
"12010085";"12010086"
"12010085";"12010087"
"12010461";"12010462"
"12010461";"12010463"
"12010461";"12014673"
"12010464";"12010465"
"12010464";"12010466"
"12010467";"12010468"
"12010467";"12010469"
"stat";"11001004"
"11001004";"12002634"
"11001004";"12002643"
"11001004";"12014986"
"11001004";"12014987"
"11001004";"12002656"
"12002634";"12002635"
"12002634";"12002639"
"12002643";"12010784"
"12002643";"12002653"
"12002643";"12002651"
"12002656";"12002663"
"12002656";"12002661"
"12002656";"12002657"
"12002656";"12013105"
"12014986";"12013108"
"12014986";"12013111"
"12014986";"12012335"
"12014986";"12002629"
"12014987";"12014988"
"12014987";"12002664"
"12014987";"12002626"
"12002635";"12002636"
"12002635";"12002637"
"12002635";"12002638"
"12002639";"12002642"
"12002639";"12002641"
"12002639";"12002640"
"12002651";"12002655"
"12002651";"12002654"
"12002651";"12002652"
"12010784";"12002666"
"12010784";"12011338"
"12010784";"12014984"
"12002657";"12002659"
"12002657";"12013106"
"12002663";"12002665"
"12002663";"12014985"
"stat";"11001005"
"11001005";"12003698"
"11001005";"12003699"
"stat";"11001006"
"11001006";"12007090"
"11001006";"12007334"
"11001006";"12012926"
"11001006";"12007489"
"11001006";"12012929"
"11001006";"12011282"
"11001006";"12007422"
"11001006";"12007362"
"11001006";"12007503"
"11001006";"12007474"
"11001006";"12007452"
"12007334";"12007346"
"12007334";"12007341"
"12007334";"12007335"
"12007362";"12007368"
"12007362";"12007365"
"12007362";"12007382"
"12007362";"12012552"
"12007362";"12014322"
"12007422";"12015118"
"12007422";"12011283"
"12007422";"12015119"
"12007422";"12015120"
"12007422";"12007443"
"12007422";"12007430"
"12007422";"12007425"
"12007452";"12011752"
"12007452";"12007463"
"12007452";"12007456"
"12007452";"12013998"
"12007474";"12011286"
"12007474";"12007486"
"12007474";"12007475"
"12007489";"12007490"
"12007489";"12012560"
"12007489";"12007500"
"12007489";"12007495"
"12007503";"12007511"
"12007503";"12011297"
"12007503";"12012648"
"12007503";"12012819"
"12007503";"12012821"
"12007503";"12014025"
"12012926";"12012927"
"12012926";"12012928"
"12012926";"12014904"
"12012929";"12012930"
"12012929";"12012931"
"12007335";"12007340"
"12007335";"12007337"
"12007341";"12012469"
"12007341";"12012470"
"12007341";"12012541"
"12007341";"12014321"
"12007346";"12012542"
"12007346";"12012544"
"12007346";"12012543"
"12007365";"12015115"
"12007365";"12015114"
"12007365";"12007366"
"12007365";"12015113"
"12007365";"12007367"
"12007365";"12015112"
"12007365";"12015111"
"12007365";"12014323"
"12007368";"12015116"
"12007368";"12007369"
"12007368";"12007370"
"12007368";"12007381"
"12007382";"12007385"
"12007382";"12012932"
"12007382";"12013662"
"12007382";"12015117"
"12007382";"12007384"
"12007382";"12007383"
"12007425";"12007429"
"12007425";"12007427"
"12007425";"12007426"
"12007430";"12007434"
"12007430";"12007431"
"12007430";"12012553"
"12007443";"12007444"
"12007443";"12007445"
"12007443";"12007447"
"12007443";"12007448"
"12007443";"12007449"
"12007443";"12007450"
"12007443";"12007451"
"12007443";"12012554"
"12011283";"12013997"
"12011283";"12011751"
"12011283";"12011285"
"12011283";"12011284"
"12007456";"12007473"
"12007456";"12007471"
"12007456";"12007472"
"12007456";"12007466"
"12007456";"12007470"
"12007456";"12007467"
"12007456";"12007468"
"12007456";"12007469"
"12007463";"12007464"
"12007463";"12007465"
"12011752";"12011753"
"12011752";"12011754"
"12013998";"12014324"
"12013998";"12014021"
"12013998";"12014000"
"12013998";"12013999"
"12007475";"12015141"
"12007475";"12014905"
"12007475";"12012933"
"12007475";"12012196"
"12007486";"12014906"
"12007486";"12011293"
"12007490";"12007492"
"12007490";"12007491"
"12007490";"12014325"
"12007495";"12013663"
"12007495";"12012092"
"12007495";"12007496"
"12007500";"12011295"
"12007500";"12007501"
"12012560";"12014024"
"12012560";"12014023"
"12012560";"12014022"
"12007511";"12014908"
"12007511";"12014907"
"12007511";"12014027"
"12007511";"12014026"
"12011297";"12012646"
"12011297";"12012647"
"12012648";"12012649"
"12012648";"12012682"
"12012821";"12012935"
"12012821";"12012936"
"stat";"11001007"
"11001007";"12006374"
"11001007";"12006634"
"11001007";"12006621"
"11001007";"12006646"
"12006374";"12006375"
"12006374";"12006376"
"12006621";"12012205"
"12006621";"12012883"
"12006621";"12006625"
"12006634";"12006635"
"12006634";"12006640"
"12006646";"12006647"
"12006646";"12006652"
"12006625";"12006630"
"12006625";"12006629"
"12006625";"12006628"
"12006625";"12006626"
"12006625";"12006627"
"12012883";"12012884"
"12012883";"12012885"
"12006635";"12006638"
"12006635";"12006637"
"12006635";"12006636"
"12006640";"12006641"
"12006640";"12006643"
"12006640";"12006645"
"12006640";"12006642"
"12006640";"12006644"
"12006647";"12006648"
"12006647";"12006649"
"12006647";"12006651"
"12006647";"12006650"
"12006652";"12006656"
"12006652";"12006655"
"12006652";"12006654"
"12006652";"12006653"
"stat";"11001008"
"11001008";"12007625"
"11001008";"12007795"
"11001008";"12007656"
"11001008";"12007697"
"11001008";"12014400"
"11001008";"12007845"
"11001008";"12007737"
"11001008";"12007606"
"11001008";"12014375"
"11001008";"12007830"
"11001008";"12007764"
"11001008";"12007724"
"11001008";"12007587"
"11001008";"12007546"
"11001008";"12007410"
"12007546";"12007547"
"12007546";"12012519"
"12007546";"12007552"
"12007546";"12007575"
"12007546";"12007563"
"12007546";"12007548"
"12007546";"12007569"
"12007546";"12007556"
"12007587";"12010881"
"12007587";"12007600"
"12007587";"12007595"
"12007587";"12007591"
"12007587";"12007589"
"12007606";"12010882"
"12007606";"12007619"
"12007606";"12007614"
"12007606";"12007610"
"12007606";"12007608"
"12007625";"12007630"
"12007625";"12007643"
"12007625";"12007636"
"12007625";"12007626"
"12007625";"12007650"
"12007625";"12007627"
"12007656";"12007675"
"12007656";"12007680"
"12007656";"12007657"
"12007656";"12007658"
"12007656";"12007662"
"12007656";"12007669"
"12007656";"12007686"
"12007656";"12007691"
"12007697";"12007721"
"12007697";"12007714"
"12007697";"12007708"
"12007697";"12007703"
"12007697";"12007700"
"12007697";"12007698"
"12007724";"12010885"
"12007724";"12007733"
"12007724";"12007728"
"12007724";"12007726"
"12007737";"12007742"
"12007737";"12007747"
"12007737";"12007739"
"12007737";"12007752"
"12007737";"12011801"
"12007737";"12007738"
"12007764";"12010886"
"12007764";"12007789"
"12007764";"12007776"
"12007764";"12007768"
"12007764";"12007765"
"12007764";"12007782"
"12007795";"12007796"
"12007795";"12007797"
"12007795";"12007800"
"12007795";"12007805"
"12007795";"12007811"
"12007795";"12007815"
"12007795";"12007820"
"12007795";"12007824"
"12007830";"12007838"
"12007830";"12007834"
"12007830";"12007841"
"12007830";"12010888"
"12007830";"12007832"
"12007830";"12007831"
"12007845";"12007847"
"12007845";"12007854"
"12007845";"12007849"
"12014375";"12014377"
"12014375";"12014376"
"12014375";"12014380"
"12014375";"12014389"
"12014375";"12014393"
"12014400";"12014401"
"12014400";"12014402"
"12014400";"12014420"
"12014400";"12014415"
"12014400";"12014408"
"12007548";"12007549"
"12007548";"12007550"
"12007548";"12007551"
"12007552";"12007555"
"12007552";"12007554"
"12007552";"12007553"
"12007556";"12007560"
"12007556";"12007561"
"12007556";"12007559"
"12007556";"12007562"
"12007556";"12007558"
"12007556";"12007557"
"12007563";"12007564"
"12007563";"12007565"
"12007563";"12007568"
"12007563";"12007567"
"12007563";"12007566"
"12007569";"12007570"
"12007569";"12007573"
"12007569";"12007572"
"12007569";"12007571"
"12007575";"12007577"
"12007575";"12007576"
"12007575";"12007578"
"12007591";"12007594"
"12007591";"12007593"
"12007591";"12007592"
"12007595";"12007599"
"12007595";"12007598"
"12007595";"12007597"
"12007595";"12007596"
"12007600";"12007602"
"12007600";"12007603"
"12007600";"12007601"
"12007610";"12007611"
"12007610";"12007612"
"12007610";"12007613"
"12007614";"12007615"
"12007614";"12007616"
"12007614";"12007617"
"12007614";"12007618"
"12007614";"12010883"
"12007619";"12007623"
"12007619";"12007622"
"12007619";"12007621"
"12007619";"12007620"
"12007627";"12007628"
"12007627";"12007629"
"12007630";"12007631"
"12007630";"12007632"
"12007630";"12007633"
"12007630";"12007634"
"12007630";"12007635"
"12007636";"12014333"
"12007636";"12007642"
"12007636";"12007641"
"12007636";"12007640"
"12007636";"12007639"
"12007636";"12007638"
"12007636";"12007637"
"12007643";"12007647"
"12007643";"12007646"
"12007643";"12007645"
"12007643";"12007644"
"12007650";"12007652"
"12007650";"12007651"
"12007658";"12007659"
"12007658";"12007660"
"12007662";"12007663"
"12007662";"12007664"
"12007662";"12007665"
"12007662";"12007666"
"12007662";"12007667"
"12007662";"12007668"
"12007669";"12007671"
"12007669";"12007670"
"12007669";"12007672"
"12007669";"12007673"
"12007669";"12007674"
"12007675";"12007679"
"12007675";"12007678"
"12007675";"12007677"
"12007675";"12007676"
"12007680";"12007685"
"12007680";"12007684"
"12007680";"12007683"
"12007680";"12007682"
"12007680";"12007681"
"12007686";"12007689"
"12007686";"12007687"
"12007686";"12007688"
"12007691";"12007693"
"12007691";"12007692"
"12007700";"12007701"
"12007700";"12007702"
"12007703";"12007704"
"12007703";"12007705"
"12007703";"12007706"
"12007703";"12007707"
"12007708";"12007710"
"12007708";"12007709"
"12007708";"12007711"
"12007708";"12007712"
"12007708";"12007713"
"12007714";"12007715"
"12007714";"12007716"
"12007714";"12007717"
"12007714";"12007718"
"12007721";"12007723"
"12007721";"12007722"
"12007728";"12007729"
"12007728";"12007730"
"12007728";"12007731"
"12007728";"12007732"
"12007733";"12007735"
"12007733";"12007734"
"12007739";"12007740"
"12007739";"12007741"
"12007742";"12007743"
"12007742";"12007744"
"12007742";"12007745"
"12007747";"12007751"
"12007747";"12007750"
"12007747";"12007749"
"12007747";"12007748"
"12007752";"12007756"
"12007752";"12007755"
"12007752";"12007754"
"12007752";"12007753"
"12007765";"12007767"
"12007765";"12007766"
"12007768";"12007774"
"12007768";"12007773"
"12007768";"12007772"
"12007768";"12007771"
"12007768";"12007770"
"12007768";"12007769"
"12007776";"12007777"
"12007776";"12007778"
"12007776";"12007779"
"12007776";"12007780"
"12007776";"12007781"
"12007782";"12007783"
"12007782";"12007784"
"12007782";"12007785"
"12007782";"12007786"
"12007789";"12007790"
"12007789";"12007791"
"12007797";"12007798"
"12007797";"12007799"
"12007800";"12007801"
"12007800";"12007802"
"12007800";"12007803"
"12007800";"12007804"
"12007805";"12007806"
"12007805";"12007807"
"12007805";"12007808"
"12007805";"12007809"
"12007811";"12007814"
"12007811";"12007813"
"12007811";"12007812"
"12007815";"12007816"
"12007815";"12007817"
"12007815";"12007818"
"12007820";"12007823"
"12007820";"12007822"
"12007820";"12007821"
"12007824";"12007826"
"12007824";"12007825"
"12007834";"12007837"
"12007834";"12007836"
"12007834";"12007835"
"12007838";"12007840"
"12007838";"12007839"
"12007841";"12007842"
"12007841";"12007843"
"12007841";"12007844"
"12007849";"12007850"
"12007849";"12007851"
"12007849";"12007852"
"12007849";"12007853"
"12007854";"12007855"
"12007854";"12007856"
"12014377";"12014379"
"12014377";"12014378"
"12014380";"12014381"
"12014380";"12014382"
"12014380";"12014383"
"12014380";"12014384"
"12014380";"12014385"
"12014380";"12014386"
"12014380";"12014387"
"12014380";"12014388"
"12014389";"12014390"
"12014389";"12014391"
"12014389";"12014392"
"12014393";"12014394"
"12014393";"12014395"
"12014393";"12014396"
"12014393";"12014397"
"12014393";"12014398"
"12014393";"12014399"
"12014402";"12014407"
"12014402";"12014406"
"12014402";"12014405"
"12014402";"12014404"
"12014402";"12014403"
"12014408";"12014414"
"12014408";"12014413"
"12014408";"12014412"
"12014408";"12014411"
"12014408";"12014410"
"12014408";"12014409"
"12014415";"12014419"
"12014415";"12014418"
"12014415";"12014417"
"12014415";"12014416"
"12014420";"12014425"
"12014420";"12014424"
"12014420";"12014423"
"12014420";"12014422"
"12014420";"12014421"
"stat";"11001009"
"11001009";"12008856"
"11001009";"12008769"
"11001009";"12008716"
"11001009";"12008753"
"11001009";"12008701"
"11001009";"12008783"
"11001009";"12014326"
"11001009";"12008846"
"11001009";"12008674"
"11001009";"12014357"
"11001009";"12008828"
"11001009";"12008798"
"11001009";"12008731"
"11001009";"12008813"
"11001009";"12008657"
"11001009";"12008579"
"12008657";"12008667"
"12008657";"12010869"
"12008657";"12008662"
"12008657";"12011781"
"12008657";"12012353"
"12008674";"12008675"
"12008674";"12008676"
"12008674";"12008679"
"12008674";"12008684"
"12008674";"12012354"
"12008674";"12008687"
"12008701";"12008705"
"12008701";"12008703"
"12008701";"12008702"
"12008701";"12012212"
"12008701";"12008709"
"12008716";"12008718"
"12008716";"12008717"
"12008716";"12008720"
"12008716";"12008724"
"12008716";"12011783"
"12008731";"12012355"
"12008731";"12011784"
"12008731";"12008745"
"12008731";"12008741"
"12008731";"12008737"
"12008731";"12008732"
"12008753";"12011785"
"12008753";"12008762"
"12008753";"12008757"
"12008753";"12008755"
"12008769";"12008770"
"12008769";"12008771"
"12008769";"12008773"
"12008769";"12011786"
"12008769";"12008777"
"12008783";"12008784"
"12008783";"12008786"
"12008783";"12008791"
"12008783";"12010870"
"12008783";"12011787"
"12008798";"12008799"
"12008798";"12008801"
"12008798";"12008806"
"12008798";"12010871"
"12008798";"12011788"
"12008813";"12011789"
"12008813";"12008821"
"12008813";"12008817"
"12008813";"12008814"
"12008813";"12008815"
"12008828";"12008832"
"12008828";"12008838"
"12008828";"12008830"
"12008828";"12008829"
"12008828";"12012356"
"12008846";"12008850"
"12008846";"12008853"
"12008846";"12008848"
"12008846";"12008847"
"12008856";"12008857"
"12008856";"12011790"
"12008856";"12010873"
"12008856";"12008859"
"12008856";"12008863"
"12014326";"12015137"
"12014326";"12015136"
"12014326";"12014352"
"12014326";"12014346"
"12014326";"12014329"
"12014326";"12014328"
"12014357";"12014358"
"12014357";"12014359"
"12014357";"12014363"
"12008662";"12008664"
"12008662";"12008666"
"12008662";"12008665"
"12008662";"12008663"
"12008662";"12015135"
"12008667";"12008670"
"12008667";"12008669"
"12008667";"12008668"
"12008676";"12008677"
"12008676";"12008678"
"12008679";"12008682"
"12008679";"12008683"
"12008679";"12008681"
"12008679";"12008680"
"12008684";"12011782"
"12008684";"12008686"
"12008684";"12008685"
"12008687";"12008689"
"12008687";"12008688"
"12008687";"12008690"
"12008687";"12008691"
"12008705";"12008708"
"12008705";"12008707"
"12008705";"12008706"
"12008709";"12008712"
"12008709";"12008711"
"12008709";"12008710"
"12008720";"12008723"
"12008720";"12008722"
"12008720";"12008721"
"12008724";"12008727"
"12008724";"12008726"
"12008724";"12008725"
"12008737";"12008738"
"12008737";"12008739"
"12008737";"12008740"
"12008741";"12008743"
"12008741";"12008742"
"12008745";"12008746"
"12008745";"12008747"
"12008745";"12008748"
"12008757";"12008758"
"12008757";"12008759"
"12008757";"12008760"
"12008762";"12008763"
"12008762";"12008764"
"12008762";"12008765"
"12008773";"12008774"
"12008773";"12008775"
"12008777";"12008778"
"12008777";"12008779"
"12008786";"12008789"
"12008786";"12008788"
"12008786";"12008787"
"12008791";"12008793"
"12008791";"12008792"
"12008801";"12008804"
"12008801";"12008803"
"12008801";"12008802"
"12008806";"12008807"
"12008806";"12008808"
"12008806";"12008809"
"12008817";"12008818"
"12008817";"12008819"
"12008817";"12008820"
"12008821";"12008822"
"12008821";"12008823"
"12008832";"12008833"
"12008832";"12008834"
"12008832";"12008835"
"12008832";"12008836"
"12008838";"12008839"
"12008838";"12008840"
"12008838";"12008841"
"12008850";"12008851"
"12008850";"12008852"
"12008853";"12008854"
"12008853";"12008855"
"12008859";"12008860"
"12008859";"12008861"
"12008859";"12008862"
"12008863";"12008865"
"12008863";"12008864"
"12014329";"12014345"
"12014329";"12014344"
"12014329";"12014343"
"12014329";"12014342"
"12014329";"12014341"
"12014329";"12014330"
